,index,ts_code,det_price,share_price,conv_price,over_rate
0,290,127025.SZ,115.7,0.0,15.78,inf
1,53,123013.SZ,401.46,6.66,9.13,4.503498198198198
2,50,128041.SZ,295.0,5.56,6.82,2.6185251798561158
3,57,123015.SZ,217.51,3.85,5.79,2.2711244155844157
4,46,110044.SH,248.09,5.75,6.9,1.97708
5,276,123072.SZ,131.95,33.39,73.13,1.8899381551362677
6,41,128037.SZ,95.41,2.7,7.99,1.8234292592592594
7,90,128062.SZ,76.08,4.39,16.25,1.8161731207289291
8,196,113580.SH,275.41,16.02,15.51,1.6664226591760305
9,10,127004.SZ,164.4,4.78,7.46,1.5657405857740587
10,70,113526.SH,325.26,7.91,6.11,1.5124381795195951
11,17,113502.SH,103.43,20.08,44.79,1.3070865039840642
12,224,127019.SZ,83.9,8.7,21.07,1.0319229885057473
13,69,123018.SZ,224.2,9.24,8.32,1.0187705627705628
14,11,128015.SZ,98.96,4.67,9.48,1.0088668094218414
15,122,128079.SZ,161.0,10.8,13.41,0.9990833333333331
16,51,123011.SZ,95.99,16.7,34.54,0.985326107784431
17,27,128030.SZ,276.67,11.05,7.85,0.9654837104072397
18,22,128023.SZ,96.0,5.08,10.34,0.9540157480314961
19,287,128136.SZ,112.87,33.91,58.36,0.9425223237982899
20,0,110031.SH,106.85,11.94,21.56,0.9293852596314907
21,179,113574.SH,99.72,17.72,33.99,0.9128006772009033
22,203,113584.SH,100.35,20.88,37.97,0.824851293103448
23,248,127021.SZ,99.44,6.79,12.33,0.8057366715758469
24,239,113596.SH,86.59,14.28,29.21,0.7712142156862746
25,213,113589.SH,84.29,5.93,12.44,0.7682421585160202
26,167,113569.SH,92.25,7.82,14.84,0.7506265984654731
27,9,128014.SZ,102.92,7.5,12.6,0.7290559999999999
28,4,128012.SZ,100.0,2.55,4.38,0.7176470588235296
29,260,123065.SZ,103.6,24.51,40.54,0.7135634434924519
30,58,128044.SZ,89.52,3.16,5.91,0.6742506329113922
31,330,113619.SH,100.87,16.31,26.5,0.6389055793991418
32,154,123042.SZ,133.44,19.99,24.4,0.6287823911955976
33,261,128131.SZ,99.25,11.93,19.54,0.6256035205364627
34,49,110045.SH,100.01,7.3,11.75,0.6097500000000001
35,99,110058.SH,96.71,3.06,5.04,0.592870588235294
36,293,123076.SZ,93.12,11.12,18.98,0.589404316546763
37,77,110052.SH,98.04,4.91,7.94,0.5854126272912424
