,index,ts_code,det_price,share_price,conv_price,over_rate
0,55,123013.SZ,413.86,7.06,9.13,4.352042209631729
1,52,128041.SZ,323.49,5.75,6.82,2.836872695652174
2,94,128062.SZ,69.44,3.59,16.25,2.143175487465181
3,59,123015.SZ,244.99,4.83,5.79,1.936836645962733
4,43,128037.SZ,92.07,2.72,7.99,1.7045562499999998
5,48,110044.SH,220.5,5.74,6.9,1.6506097560975612
6,11,127004.SZ,168.7,5.07,7.46,1.4822524654832345
7,18,113502.SH,98.23,19.08,44.79,1.3059338050314466
8,286,123072.SZ,113.0,37.2,73.13,1.2214220430107523
9,202,113580.SH,222.05,16.29,15.51,1.1141777163904238
10,12,128015.SZ,96.64,4.5,9.48,1.0358826666666667
11,0,110031.SH,106.36,11.32,21.56,1.0257257950530034
12,173,113569.SH,85.62,6.89,14.84,0.8441230769230772
13,23,128023.SZ,94.0,5.35,10.34,0.816747663551402
14,234,127019.SZ,80.0,9.3,21.07,0.8124731182795697
15,53,123011.SZ,91.0,17.79,34.54,0.7668015739179314
16,185,113574.SH,97.7,18.83,33.99,0.763580987785449
17,210,113584.SH,99.2,21.52,37.97,0.7502899628252787
18,51,110045.SH,97.5,6.68,11.75,0.7150074850299403
19,252,113597.SH,93.29,12.95,23.4,0.685703474903475
20,60,128044.SZ,85.17,3.01,5.91,0.6722747508305649
21,221,113589.SH,78.8,5.89,12.44,0.6642988115449916
22,270,123065.SZ,99.37,24.4,40.54,0.6510081147540986
23,258,127021.SZ,99.3,7.49,12.33,0.6346715620827771
24,5,128012.SZ,100.0,2.68,4.38,0.6343283582089552
25,245,128122.SZ,100.0,8.68,14.18,0.6336405529953917
26,199,113573.SH,96.38,11.15,18.81,0.6259262780269057
27,72,123018.SZ,186.6,9.75,8.32,0.5923200000000002
28,75,113527.SH,80.16,4.96,9.85,0.5918870967741934
29,10,128014.SZ,101.0,8.05,12.6,0.5808695652173912
30,29,128030.SZ,248.16,12.41,7.85,0.5697469782433519
31,160,123042.SZ,117.8,18.34,24.4,0.5672410032715374
32,81,110052.SH,96.15,4.94,7.94,0.5454068825910932
33,272,128132.SZ,88.7,10.75,18.57,0.5322409302325583
34,33,128033.SZ,96.3,5.57,8.83,0.5266229802513465
35,62,113519.SH,94.57,6.94,11.15,0.5193883285302593
36,249,113596.SH,81.93,15.8,29.21,0.5146679113924052
37,112,128069.SZ,94.81,11.3,18.04,0.5136038938053096
38,135,123034.SZ,173.4,9.16,7.97,0.508731441048035
39,32,113017.SH,91.99,1.81,2.95,0.49928453038674053
40,297,128136.SZ,118.9,46.5,58.38,0.4927703225806452
41,106,113535.SH,92.48,7.79,12.4,0.4720821566110399
42,123,128074.SZ,92.7,10.73,16.97,0.4660941286113698
43,271,128131.SZ,97.78,13.06,19.54,0.46295650842266445
44,269,123064.SZ,114.6,74.0,93.57,0.4490705405405403
45,119,128072.SZ,95.69,10.15,15.34,0.4461917241379308
46,49,127007.SZ,97.8,3.8,5.58,0.4361157894736842
47,228,128118.SZ,90.0,17.3,27.53,0.43219653179190753
48,102,127013.SZ,92.84,7.41,11.39,0.42705479082321207
49,3,113009.SH,106.41,10.57,14.12,0.42148457899716163
50,313,123081.SZ,95.3,43.1,64.28,0.4213187935034803
51,154,123039.SZ,101.5,23.48,32.87,0.42091354344122656
52,91,113530.SH,94.09,11.02,16.64,0.4207419237749548
53,339,113619.SH,102.51,19.18,26.5,0.4163269030239834
54,285,123071.SZ,93.5,13.26,20.05,0.4137820512820512
55,113,128070.SZ,98.8,6.65,9.51,0.4129142857142855
56,96,128063.SZ,97.23,5.94,8.63,0.412617676767677
57,104,110058.SH,90.63,3.25,5.04,0.4054621538461537
58,98,113024.SH,101.65,7.06,9.76,0.40524645892351274
59,80,113021.SH,105.21,5.23,6.98,0.4041411089866154
60,294,110076.SH,114.0,28.26,34.66,0.3981740976645434
61,180,128101.SZ,105.6,10.47,13.86,0.3979140401146129
62,131,110059.SH,101.85,10.54,14.45,0.3963306451612903
63,37,128035.SZ,114.9,43.11,52.1,0.38860821155184416
64,303,123076.SZ,90.0,12.31,18.98,0.3876523151909018
65,266,113602.SH,110.23,28.03,35.28,0.3874114876917589
66,6,127003.SZ,101.81,2.22,3.0,0.3758108108108106
67,141,110062.SH,102.56,19.14,25.65,0.37443260188087774
68,95,113532.SH,97.72,5.49,7.69,0.3687919854280509
69,56,123014.SZ,118.0,7.02,8.12,0.36490028490028475
70,323,123086.SZ,96.56,10.73,15.16,0.36425871388630005
71,88,123023.SZ,90.76,4.69,7.04,0.36236759061833684
72,325,123088.SZ,88.5,13.58,20.75,0.35226435935198813
73,117,123029.SZ,2541.6,212.91,11.32,0.3513180216993094
74,175,110067.SH,104.4,6.74,8.67,0.34294955489614243
75,189,127016.SZ,99.3,6.6,8.91,0.3405499999999999
76,129,113546.SH,94.78,10.04,14.1,0.3310737051792829
77,167,113566.SH,95.16,7.71,10.77,0.3292778210116729
78,121,128073.SZ,94.2,4.04,5.7,0.3290594059405942
79,42,127006.SZ,101.7,15.64,20.42,0.32782225063938614
80,251,128124.SZ,96.59,15.65,21.51,0.32757246006389773
81,24,128025.SZ,95.01,10.53,14.7,0.32635042735042746
82,340,113042.SH,100.65,8.38,11.03,0.32478460620525057
83,224,127018.SZ,78.84,3.01,5.03,0.3174923588039869
84,126,128076.SZ,90.5,10.16,14.76,0.314744094488189
85,283,128135.SZ,123.0,56.92,60.83,0.31449226985242446
86,246,110073.SH,105.24,12.24,15.25,0.3112009803921569
87,111,123028.SZ,89.25,8.06,11.84,0.31106699751861044
88,295,123075.SZ,96.76,17.71,23.99,0.31071281761716535
89,307,123078.SZ,100.04,14.85,19.34,0.30287784511784527
90,188,113575.SH,118.62,13.29,14.56,0.2995539503386007
91,279,110075.SH,126.09,6.07,6.24,0.2962135090609554
92,22,128022.SZ,97.6,5.97,7.92,0.2947939698492462
93,16,128018.SZ,100.26,5.75,7.42,0.29378991304347846
94,214,123054.SZ,91.3,11.66,16.49,0.29119811320754707
95,79,113528.SH,92.98,16.9,23.45,0.2901662721893493
96,301,113608.SH,98.56,14.7,19.24,0.2899961904761905
97,149,110064.SH,96.51,3.43,4.57,0.2858620991253645
