,index,ts_code,det_price,share_price,conv_price,over_rate
0,40,123004.SZ,91.39,0.0,8.23,inf
1,12,128013.SZ,87.397,3.59,9.98,1.42958791086351
2,10,128012.SZ,74.231,2.5,7.71,1.2892840399999999
3,1,113008.SH,102.06,5.39,10.37,0.9635662337662336
4,31,128021.SZ,92.62,5.31,11.23,0.958799623352166
5,36,123003.SZ,95.4,12.08,24.18,0.9095794701986757
6,28,128020.SZ,94.301,11.75,22.9,0.8378662978723402
7,16,127004.SZ,87.27,3.68,7.72,0.8307728260869565
8,11,127003.SZ,92.4,2.72,5.25,0.7834558823529413
9,20,113014.SH,91.79,4.85,8.76,0.657897731958763
10,0,110030.SH,103.18,4.52,7.24,0.6527061946902658
11,2,110031.SH,106.5,27.91,42.38,0.617151558581154
12,3,123001.SZ,87.936,5.34,9.79,0.61216
13,23,128018.SZ,88.37,6.52,11.83,0.6034004601226995
14,8,128010.SZ,98.5,5.8,9.28,0.576
15,26,113502.SH,89.72,25.86,45.27,0.5706204176334108
16,33,128023.SZ,87.3,5.76,10.34,0.5671562499999999
17,22,113015.SH,97.53,14.32,22.98,0.5651113128491619
18,43,128028.SZ,102.106,31.82,47.61,0.5277393651791324
19,7,113009.SH,101.61,10.45,14.86,0.4449039234449762
20,9,113010.SH,102.31,4.31,6.02,0.4290167053364271
21,18,113013.SH,105.25,14.59,19.8,0.4283413296778617
22,19,128016.SZ,103.0,16.32,22.55,0.4231924019607843
23,58,113504.SH,105.5,20.52,27.53,0.41540692007797286
24,62,127005.SZ,96.91,5.13,7.45,0.40736744639376216
25,73,113511.SH,97.4,18.35,25.86,0.3726234332425069
26,56,128035.SZ,108.554,42.09,52.5,0.35402352102637197
27,69,113509.SH,96.39,18.2,25.34,0.34204538461538453
28,47,128032.SZ,98.3,7.36,9.99,0.3342622282608695
29,37,128026.SZ,86.85,7.65,11.64,0.3214823529411763
30,64,128037.SZ,87.999,5.38,8.03,0.3134423234200743
31,52,113018.SH,101.5,5.76,7.43,0.309279513888889
32,17,128015.SZ,95.233,9.48,12.87,0.29287838607594946
33,51,123007.SZ,100.6,19.58,24.99,0.28396016343207336
34,25,128019.SZ,96.506,6.19,8.22,0.2815497899838449
35,5,110033.SH,105.8,7.12,8.61,0.27940730337078634
36,57,113019.SH,103.72,15.31,18.84,0.2763453951665579
37,72,113510.SH,95.08,8.53,11.32,0.2617885111371629
38,6,110034.SH,104.79,15.4,18.42,0.2533972727272729
39,21,128017.SZ,104.65,19.52,23.32,0.25022438524590174
40,45,128030.SZ,93.658,6.15,8.15,0.24115886178861792
41,24,113016.SH,94.0,17.38,22.76,0.23097813578826254
42,70,128039.SZ,95.2,5.71,7.38,0.23043082311733815
43,29,123002.SZ,104.353,9.85,11.61,0.22998815228426406
44,63,127006.SZ,100.0,16.93,20.82,0.22976963969285286
45,71,128040.SZ,92.481,8.67,11.45,0.22134653979238736
46,32,128022.SZ,102.501,9.27,11.02,0.21851242718446615
47,13,113011.SH,106.41,3.61,4.13,0.21737756232686986
48,67,113507.SH,95.3,8.61,10.98,0.215324041811847
49,44,128029.SZ,120.995,8.73,8.75,0.2127219358533792
50,50,128033.SZ,96.621,7.21,9.03,0.21010766990291246
51,49,113017.SH,92.35,2.27,2.96,0.20421145374449326
52,78,110045.SH,100.17,10.38,12.4,0.19663583815028893
53,48,110042.SH,108.21,12.97,14.23,0.1872230531996915
54,46,110041.SH,99.05,2.44,2.92,0.18535245901639344
55,53,128034.SZ,96.8,5.69,6.92,0.17725131810193304
56,34,128024.SZ,114.051,17.47,18.01,0.1757633142530054
57,30,110040.SH,106.93,10.59,11.62,0.17330179414542007
58,65,128038.SZ,88.158,2.08,2.75,0.16555048076923073
59,75,127007.SZ,94.502,8.27,10.16,0.16099192261185008
60,14,113012.SH,98.5,11.41,13.44,0.160245398773006
61,66,113506.SH,99.28,18.53,21.65,0.1599633027522934
62,59,113505.SH,96.6,6.12,7.29,0.15067647058823538
63,54,110043.SH,98.43,5.78,6.7,0.14097058823529404
64,39,113503.SH,101.92,16.12,17.99,0.13743225806451587
65,27,110038.SH,123.22,43.4,40.04,0.13680387096774183
66,68,113508.SH,102.92,21.57,23.74,0.13274028743625388
67,61,128036.SZ,90.441,7.79,9.62,0.11687088575096272
68,74,110044.SH,95.12,5.9,6.91,0.11403254237288143
69,76,113512.SH,120.07,54.34,50.01,0.10502405226352579
70,15,128014.SZ,101.489,12.43,13.53,0.10470327433628318
71,42,123006.SZ,124.48,12.92,11.36,0.09449907120743023
72,77,113513.SH,105.56,34.26,35.46,0.09257373029772352
73,38,128027.SZ,119.745,16.82,15.11,0.07571162306777646
74,35,128025.SZ,101.99,15.69,16.1,0.046551306564691045
75,55,123008.SZ,125.0,38.07,31.23,0.025413711583924317
76,60,123009.SZ,127.0,34.52,27.69,0.018722479721900328
77,4,110032.SH,130.12,9.55,7.41,0.009622198952879506
78,41,123005.SZ,148.66,19.48,13.07,-0.002573819301848058
