,index,ts_code,det_price,share_price,conv_price,over_rate
0,40,123004.SZ,91.39,0.0,8.23,inf
1,10,128012.SZ,74.995,1.89,7.71,2.0593198412698417
2,12,128013.SZ,85.086,2.84,9.98,1.9899939436619718
3,28,128020.SZ,89.013,8.28,22.9,1.4618329710144926
4,16,127004.SZ,84.535,2.81,7.72,1.3224562277580072
5,8,128010.SZ,93.75,3.81,9.28,1.2834645669291336
6,33,128023.SZ,85.099,4.15,10.34,1.1202979759036145
7,2,110031.SH,104.02,21.52,42.38,1.0484979553903349
8,20,113014.SH,89.71,3.91,8.76,1.0098710997442453
9,1,113008.SH,102.1,5.28,10.28,0.9878560606060601
10,23,128018.SZ,85.198,5.1,11.83,0.9762594901960784
11,0,110030.SH,102.03,3.64,6.94,0.9452972527472528
12,19,128016.SZ,93.55,11.14,22.55,0.8936736983842009
13,36,123003.SZ,91.4,7.9,16.08,0.8603949367088608
14,26,113502.SH,85.74,21.04,45.27,0.8447955323193918
15,44,128030.SZ,87.91,3.89,8.15,0.8418161953727505
16,71,113510.SH,92.01,5.69,11.32,0.8304977152899822
17,50,123007.SZ,88.636,12.52,24.99,0.7691802236421722
18,63,128037.SZ,85.2,3.92,8.03,0.7452959183673469
19,9,113010.SH,102.79,3.59,6.02,0.723665181058496
20,21,128017.SZ,99.6,13.48,23.32,0.7230504451038575
21,22,113015.SH,94.8,12.83,22.98,0.6979766173031956
22,61,127005.SZ,94.344,4.21,7.45,0.66950783847981
23,17,128015.SZ,88.511,6.88,12.87,0.6557217587209302
24,42,128028.SZ,93.3,24.0,42.58,0.6552975000000001
25,46,128032.SZ,89.88,5.44,9.99,0.650553676470588
26,32,128022.SZ,96.51,6.57,11.02,0.6187826484018264
27,37,128026.SZ,84.492,6.12,11.64,0.6070047058823531
28,18,113013.SH,101.7,13.46,19.8,0.49603268945022294
29,55,128035.SZ,100.1,35.39,52.5,0.4849533766600735
30,72,113511.SH,90.89,15.86,25.86,0.48197692307692325
31,5,110033.SH,102.8,6.04,8.61,0.46541059602649
32,56,113019.SH,100.0,12.93,18.84,0.45707656612529
33,7,113009.SH,101.84,10.35,14.76,0.4523269565217391
34,39,113503.SH,90.31,11.22,17.99,0.44801862745098014
35,74,127007.SZ,91.5,6.5,10.16,0.4302153846153845
36,25,128019.SZ,94.35,5.43,8.22,0.42828176795580125
37,58,113505.SH,86.1,4.4,7.29,0.4265204545454544
38,48,113017.SH,89.56,1.87,2.96,0.41763422459893046
39,64,128038.SZ,79.144,1.54,2.75,0.4132857142857142
40,43,128029.SZ,103.31,6.44,8.75,0.40366847826086943
41,73,110044.SH,91.18,4.5,6.91,0.4001195555555558
42,70,128040.SZ,85.904,7.03,11.45,0.3991476529160737
43,62,127006.SZ,94.111,14.04,20.82,0.3955776495726496
44,45,110041.SH,95.08,2.01,2.92,0.3812616915422887
45,89,113517.SH,104.8,39.76,51.28,0.351645875251509
46,78,110045.SH,97.8,9.03,12.4,0.3429900332225915
47,30,110040.SH,102.95,8.98,11.62,0.3321592427616925
48,65,113506.SH,88.48,14.41,21.65,0.3293490631505898
49,59,123009.SZ,99.9,20.88,27.69,0.32482327586206927
50,6,110034.SH,103.37,14.41,18.42,0.3213569743233867
51,66,113507.SH,88.25,7.39,10.98,0.3112110960757783
52,49,128033.SZ,91.012,6.34,9.03,0.2962750157728705
53,53,110043.SH,96.82,5.04,6.7,0.28709126984126976
54,93,113518.SH,98.0,39.9,52.38,0.28652631578947396
55,90,123015.SZ,86.06,5.3,7.89,0.281157358490566
56,15,128014.SZ,91.501,9.7,13.53,0.2762974536082476
57,14,113012.SH,94.0,9.91,13.44,0.27483350151362257
58,68,113509.SH,94.14,14.45,19.4,0.26388650519031154
59,86,128042.SZ,92.5,9.72,13.25,0.2609310699588476
60,11,127003.SZ,87.745,2.45,3.5,0.25349999999999984
61,60,128036.SZ,84.632,6.5,9.62,0.2525536000000001
62,75,123010.SZ,87.586,10.02,14.3,0.24997984031936132
63,87,128043.SZ,88.51,9.61,13.47,0.24061363163371507
64,27,110038.SH,110.88,36.0,40.04,0.23323199999999977
65,3,123001.SZ,90.008,3.93,5.29,0.2115580661577607
66,76,113512.SH,110.7,46.36,50.01,0.1941559534081104
67,47,110042.SH,106.56,12.72,14.23,0.1920981132075471
68,41,123006.SZ,110.26,10.52,11.36,0.19064030418250943
69,34,128024.SZ,110.196,16.74,18.01,0.1855615053763443
70,35,128025.SZ,92.786,12.66,16.1,0.179979936808847
71,29,123002.SZ,100.58,7.47,8.72,0.17410655957162
72,67,113508.SH,98.4,19.92,23.74,0.1726987951807228
73,31,128021.SZ,91.94,4.23,5.35,0.16283451536643015
74,13,113011.SH,106.6,3.8,4.13,0.15857368421052637
75,57,113504.SH,107.74,20.3,21.73,0.1532956650246304
76,91,128044.SZ,93.196,8.72,10.7,0.14357477064220175
77,92,128045.SZ,113.5,7.63,7.66,0.1394626474442988
78,85,123014.SZ,86.795,6.21,8.15,0.1390970209339775
79,84,123013.SZ,87.03,7.1,9.26,0.1350673239436619
80,38,128027.SZ,111.113,14.94,15.11,0.1237733801874162
81,83,113515.SH,93.71,7.86,9.38,0.11832035623409663
82,52,128034.SZ,97.011,4.95,5.67,0.11121690909090882
83,88,113516.SH,100.05,5.71,6.34,0.11088791593695273
84,51,113018.SH,109.47,5.73,5.76,0.10043141361256538
85,4,110032.SH,122.9,8.16,7.25,0.09194240196078439
86,79,128041.SZ,91.502,5.84,6.88,0.07796876712328764
87,77,113513.SH,107.77,36.3,35.46,0.05276148760330597
88,81,113514.SH,88.88,5.0,5.92,0.05233920000000003
89,80,123011.SZ,93.383,31.3,34.96,0.0430254568690095
90,54,123008.SZ,128.8,39.12,31.23,0.02822699386503083
91,69,128039.SZ,95.934,5.6,5.84,0.00045457142857151825
92,24,113016.SH,95.68,16.5,17.2,-0.0026084848484849424
93,82,123012.SZ,87.9,5.72,6.47,-0.005746503496503425
