,index,ts_code,det_price,share_price,conv_price,over_rate
0,10,128013.SZ,98.261,3.23,9.97,2.0330098142414865
1,8,128012.SZ,99.568,2.91,7.71,1.6380387628865978
2,7,128010.SZ,103.71,3.73,9.26,1.5746772117962464
3,2,110031.SH,112.01,21.28,41.94,1.2075655075187968
4,36,128028.SZ,104.44,22.13,42.28,0.9953561680976051
5,55,128037.SZ,96.4,4.05,8.01,0.906577777777778
6,29,128023.SZ,94.99,5.17,10.34,0.8997999999999999
7,18,113014.SH,99.5,4.6,8.59,0.858054347826087
8,141,128062.SZ,95.59,8.38,16.25,0.8536247016706442
9,23,113502.SH,99.15,24.71,45.04,0.8072505058680697
10,14,127004.SZ,95.89,4.08,7.59,0.7838360294117647
11,40,128032.SZ,96.014,5.5,9.93,0.7334891272727271
12,83,128046.SZ,103.88,11.69,18.62,0.6546155688622757
13,13,128014.SZ,100.145,8.13,13.28,0.6358248462484622
14,152,110058.SH,98.16,3.88,6.35,0.6064845360824742
15,32,128026.SZ,94.298,6.86,11.54,0.5862958017492709
16,28,128022.SZ,100.414,5.07,7.91,0.5666168441814595
17,24,110038.SH,108.47,27.52,38.81,0.5296950218023256
18,47,128035.SZ,110.0,37.65,52.3,0.5280212483399735
19,67,110045.SH,100.21,7.96,12.02,0.5132213567839197
20,126,113022.SH,108.01,8.96,12.46,0.5020140624999999
21,58,113508.SH,104.85,11.8,16.83,0.49544533898305043
22,146,113024.SH,103.98,6.92,9.87,0.48306734104046245
23,123,127011.SZ,107.666,8.56,11.79,0.48292306074766334
24,12,113012.SH,102.98,9.41,13.29,0.4544146652497341
25,131,110056.SH,103.1,15.42,21.64,0.4468767833981841
26,75,128042.SZ,101.67,9.2,13.01,0.43774641304347844
27,151,128065.SZ,98.866,6.23,8.96,0.4218930337078652
28,20,128018.SZ,98.21,5.21,7.45,0.40434644913627626
29,15,128015.SZ,97.365,6.62,9.48,0.39429033232628385
30,19,128017.SZ,113.956,18.84,22.96,0.3887631422505309
31,5,110034.SH,106.86,14.13,18.32,0.3854743099787686
